,Unnamed: 0,title,keywords,rating,genres
571,571,The Great Gilly Hopkins,"['things', 'francisco', 'like', 'lives', 'letter', 'living', 'trouble', 'police', 'escapes', 'good', 'another', 'plan', 'different', 'girl', 'station', 'paid', 'days', 'mother', 'loved', 'house', 'take', 'wanted', 'go', 'train', 'going', 'saying', 'really', 'rest', 'young', 'rutherford', 'comes', 'first', 'got', 'people', 'foolish', 'san', 'foster', 'time', 'caught', 'get', 'hair', 'birth', 'hate', 'come', 'lot', 'settle', 'color', 'goes']",3.0,"['childrens', 'literature', 'fiction']"
572,572,High Deryni,"['use', 'poisoned', 'archbishop', 'previous', 'zealot', 'wine', 'bishop', 'duel', 'travels', 'coronation', 'de', 'holy', 'kingdom', 'one', 'novel', 'face', 'ended', 'invasion', 'physically', 'year', 'allies', 'combat', 'time', 'powers', 'border', 'powerful', 'heard', 'capital', 'edmund', 'short', 'uses', 'seek', 'pain', 'begins', 'following', 'four', 'years', 'turns', 'led', 'dying', 'attempted', 'invading', 'trick', 'personal', 'duncan', 'morning', 'three', 'king', 'internal', 'challenges', 'taken', 'young', 'army', 'explanation', 'reluctant', 'win', 'place', 'allied', 'member', 'working', 'reveals', 'enemies', 'castle', 'derry', 'healing', 'another', 'monsignor', 'form', 'leader', 'force', 'kill', 'confront', 'surrender', 'thomas', 'ritualized', 'nothing', 'refused', 'rebellious', 'morgan', 'spell', 'council', 'interrupted', 'let', 'cooperation', 'earl', 'mysterious', 'though', 'ability', 'murder', 'crown', 'lord', 'city', 'senses', 'contact', 'sneaks', 'brief', 'rebellion', 'transfer', 'support', 'period', 'tent', 'less', 'ruler', 'betray', 'determined', 'session', 'hearing', 'arcane', 'go', 'secretive', 'leading', 'rescue', 'sean', 'torture', 'group', 'claims', 'duke', 'first', 'evidence', 'marley', 'july', 'magical', 'captured', 'denis', 'two', 'assault', 'portal', 'real', 'beginning']",8.0,"['science', 'fiction', 'speculative', 'fiction', 'fantasy', 'fiction']"
573,573,Bikini Planet,"['knock', 'prisoner', 'room', 'uses', 'kills', 'shop', 'riding', 'escape', 'false', 'police', 'bodyguard', 'identifying', 'escapes', 'run', 'sex', 'las', 'colonel', 'thinking', 'double', 'different', 'mute', 'stuck', 'john', 'organs', 'falls', 'still', 'eliot', 'endings', 'alien', 'massacre', 'planning', 'marrying', 'construction', 'sacrifices', 'three', 'pod', 'robin', 'unknown', 'hypnosis', 'vegas', 'entertainment', 'planned', 'escaped', 'comes', 'away', 'checks', 'wayne', 'claims', 'prison', 'duke', 'pods', 'waking', 'inhabitants', 'space', 'sergeant', 'friend', 'alternate', 'nearby', 'league', 'direct', 'captured', 'hide', 'characters', 'cafe', 'world', 'planet', 'help', 'vagina', 'competition', 'two', 'aliens', 'band', 'new', 'land', 'female']",8.0,"['science', 'fiction', 'comedy']"
574,574,Ticktock,"['stories', 'sense', 'quest', 'listen', 'implanted', 'visit', 'computer', 'static', 'large', 'live', 'getting', 'creature', 'along', 'mother', 'back', 'influence', 'past', 'something', 'one', 'appears', 'woman', 'calls', 'stole', 'evil', 'time', 'offer', 'written', 'race', 'message', 'years', 'tommy', 'ritual', 'waitress', 'screen', 'killing', 'reveal', 'radio', 'flee', 'ever', 'extraterrestrial', 'rag', 'father', 'long', 'meet', 'friend', 'threatens', 'corvette', 'fate', 'working', 'left', 'american', 'eerie', 'true', 'boat', 'side', 'another', 'rain', 'cars', 'taking', 'learn', 'states', 'refusing', 'believes', 'growing', 'next', 'journey', 'meeting', 'shoot', 'get', 'able', 'conversation', 'new', 'blonde', 'see', 'fit', 'blond', 'escape', 'married', 'gi', 'dog', 'doll', 'point', 'mixed', 'front', 'go', 'home', 'saying', 'open', 'story', 'claim', 'key', 'two', 'scare']",3.0,"['thriller', 'speculative', 'fiction']"
575,575,The Changeling,"['family', 'mansion', 'ivy', 'lives', 'victorian', 'truck', 'rituals', 'hills', 'accused', 'derelict', 'pool', 'pack', 'becomes', 'imaginative', 'loved', 'second', 'age', 'one', 'dead', 'elaborate', 'older', 'play', 'common', 'adolescent', 'tears', 'child', 'girls', 'supernatural', 'theme', 'threatened', 'sound', 'friends', 'shared', 'friendship', 'ballet', 'fair', 'make', 'school', 'well', 'flee', 'father', 'fearful', 'comes', 'belief', 'confused', 'friend', 'grade', 'teen', 'without', 'bad', 'values', 'left', 'parents', 'emotional', 'strike', 'surrounded', 'implied', 'martha', 'shallow', 'way', 'problems', 'abuse', 'town', 'devastated', 'last', 'suspicious', 'dancer', 'reputation', 'suburban', 'get', 'able', 'land', 'part', 'neglected', 'law', 'goes', 'green', 'plot', 'trouble', 'bright', 'career', 'loss', 'text', 'woods', 'developing', 'fruit', 'red', 'first', 'makes', 'must', 'magical', 'crisis', 'alone', 'come', 'two', 'cryptic', 'meet', 'real']",5.0,"['speculative', 'fiction', 'young', 'adult', 'literature']"
576,576,The Black Prince,"['lack', 'jealousy', 'literary', 'description', 'trapped', 'section', 'isolation', 'opening', 'appears', 'creating', 'apparent', 'issues', 'francis', 'time', 'vow', 'final', 'killed', 'start', 'seek', 'depressed', 'years', 'abandoning', 'craft', 'within', 'killing', 'strong', 'neglecting', 'younger', 'taken', 'central', 'young', 'action', 'friend', 'place', 'domestic', 'without', 'view', 'made', 'promise', 'selfish', 'reading', 'fiction', 'tension', 'starts', 'love', 'bradley', 'relationship', 'another', 'product', 'prince', 'hidden', 'black', 'daughter', 'author', 'growing', 'next', 'matter', 'life', 'absence', 'incident', 'private', 'laid', 'get', 'though', 'oedipus', 'murder', 'purpose', 'structure', 'telling', 'needs', 'told', 'doubt', 'period', 'mind', 'conviction', 'cast', 'point', 'less', 'london', 'falls', 'parallel', 'worried', 'return', 'home', 'main', 'luxury', 'story', 'arnold', 'characters', 'claim', 'stealing']",3.0,['fiction']
577,577,Moth Smoke,"['aggression', 'short', 'friends', 'thought', 'sell', 'years', 'gap', 'school', 'rich', 'wealth', 'comfort', 'loss', 'well', 'falls', 'wealthy', 'bitterness', 'income', 'becomes', 'personal', 'long', 'present', 'contrast', 'comes', 'arms', 'rocky', 'control', 'duplicity', 'life', 'socially', 'though', 'best', 'affair', 'banker', 'money']",7.0,['fiction']
578,578,Camber of Culdi,"['overcome', 'poisoned', 'archbishop', 'burst', 'conscience', 'escapes', 'search', 'ambitious', 'baptism', 'becomes', 'decree', 'order', 'one', 'monk', 'believe', 'novel', 'really', 'master', 'arms', 'murders', 'royal', 'succeeds', 'issues', 'allies', 'time', 'child', 'powers', 'world', 'move', 'final', 'murderer', 'capital', 'overthrow', 'uses', 'seek', 'living', 'sole', 'begins', 'ritual', 'mistrust', 'tenants', 'princess', 'father', 'plans', 'coup', 'king', 'comes', 'fighting', 'hiding', 'friend', 'former', 'orders', 'infiltrate', 'member', 'compromise', 'working', 'suicide', 'imprisoned', 'september', 'healer', 'relationship', 'good', 'another', 'incestuous', 'seclusion', 'abandon', 'tell', 'prince', 'kill', 'forward', 'haunted', 'request', 'survivor', 'last', 'son', 'heir', 'kings', 'returned', 'life', 'marriage', 'earl', 'murder', 'ability', 'discover', 'new', 'mercy', 'hours', 'goes', 'lord', 'save', 'militant', 'city', 'forces', 'escape', 'transfer', 'human', 'support', 'attempt', 'patient', 'period', 'vocation', 'dispatching', 'unique', 'comfort', 'religious', 'point', 'middle', 'doomed', 'military', 'body', 'deaths', 'betrayed', 'sister', 'position', 'secret', 'assisted', 'palace', 'must', 'dedicated', 'mad', 'secluded', 'elderly', 'two', 'grief', 'meet', 'beginning']",3.0,"['science', 'fiction', 'speculative', 'fiction', 'fantasy', 'fiction']"
579,579,Psycho II,"['end', 'based', 'escape', 'police', 'attempt', 'escapes', 'hollywood', 'norman', 'survive', 'body', 'asylum', 'count', 'believe', 'growing', 'movie', 'murders', 'doctor', 'first', 'suspect', 'headed', 'mental']",3.0,"['thriller', 'horror', 'speculative', 'fiction', 'poetry', 'fiction']"
580,580,Island in the Sea of Time,"['captain', 'produce', 'panic', 'hopes', 'police', 'tribe', 'recruit', 'food', 'technology', 'sinks', 'britain', 'back', 'take', 'merchant', 'gives', 'unknown', 'age', 'battle', 'one', 'control', 'elliptical', 'phenomenon', 'allies', 'massachusetts', 'time', 'powers', 'stay', 'coast', 'nantucket', 'uses', 'small', 'begins', 'eagle', 'invading', 'william', 'king', 'sun', 'translates', 'army', 'bronze', 'passes', 'goods', 'help', 'made', 'lieutenant', 'truth', 'happened', 'another', 'learn', 'states', 'island', 'united', 'trojan', 'heroic', 'modern', 'soldiers', 'though', 'new', 'wife', 'female', 'takeover', 'fight', 'escape', 'guns', 'ship', 'many', 'guard', 'steal', 'kidnap', 'late', 'return', 'emergency', 'walker', 'native', 'chief', 'rescue', 'given', 'gift', 'trade', 'first', 'naive', 'people', 'captured', 'defeat', 'work', 'government', 'feed', 'meet', 'earth']",10.0,"['alternate', 'history', 'science', 'fiction', 'speculative', 'fiction']"
581,581,The Secret,"['information', 'juice', 'phone', 'vote', 'visit', 'still', 'pool', 'queen', 'back', 'take', 'beam', 'order', 'something', 'controlled', 'believe', 'guilt', 'one', 'shade', 'attractive', 'control', 'media', 'call', 'want', 'reports', 'final', 'forest', 'friends', 'living', 'masks', 'make', 'found', 'free', 'bargain', 'episode', 'release', 'dummy', 'father', 'morphing', 'three', 'injured', 'voted', 'ax', 'check', 'rescues', 'naming', 'got', 'offering', 'orders', 'tomato', 'made', 'operation', 'tunnels', 'distraction', 'man', 'kills', 'chance', 'grape', 'shot', 'logging', 'good', 'tell', 'attention', 'national', 'controller', 'affirmative', 'eaten', 'trees', 'news', 'marco', 'capture', 'get', 'able', 'discover', 'wolf', 'skunk', 'committee', 'brief', 'escape', 'point', 'giving', 'smell', 'return', 'go', 'destroy', 'given', 'group', 'turn', 'chased', 'makes', 'people', 'cut', 'must', 'stricken', 'camp', 'permission', 'hit', 'best', 'set']",3.0,"['science', 'fiction', 'speculative', 'fiction']"
582,582,Saint Camber,"['family', 'independent', 'temper', 'invaders', 'archbishop', 'resentment', 'refuge', 'forced', 'visit', 'chain', 'role', 'bishop', 'hostility', 'night', 'restoration', 'still', 'process', 'pity', 'service', 'influence', 'take', 'tortured', 'becoming', 'battle', 'kingdom', 'one', 'heart', 'appears', 'novel', 'face', 'rest', 'invasion', 'royal', 'actions', 'persona', 'plain', 'year', 'witnesses', 'allies', 'time', 'fears', 'world', 'move', 'secretly', 'half', 'pretending', 'rivers', 'final', 'tale', 'appearance', 'risk', 'scene', 'lover', 'promises', 'deposed', 'small', 'returning', 'friendship', 'begins', 'following', 'mistrust', 'possession', 'gamble', 'reveal', 'flee', 'princess', 'free', 'ever', 'revealed', 'coup', 'three', 'king', 'magic', 'going', 'escaped', 'effort', 'away', 'central', 'desperate', 'army', 'watch', 'explanation', 'sweep', 'belief', 'deal', 'breaking', 'god', 'friend', 'place', 'involved', 'former', 'orders', 'without', 'empty', 'vows', 'help', 'tomb', 'reveals', 'court', 'end', 'man', 'starts', 'old', 'misery', 'shapes', 'true', 'antagonism', 'inner', 'truth', 'depth', 'side', 'active', 'rites', 'death', 'disguise', 'taking', 'potential', 'form', 'plains', 'surprise', 'daughter', 'believes', 'stop', 'growing', 'request', 'next', 'returned', 'matter', 'interrupted', 'classified', 'incident', 'act', 'status', 'get', 'earl', 'birth', 'witness', 'died', 'inability', 'able', 'discover', 'procedure', 'nobody', 'new', 'remains', 'statue', 'law', 'vicar', 'sitting', 'lord', 'room', 'conflict', 'general', 'far', 'forces', 'grateful', 'flood', 'period', 'mind', 'full', 'mass', 'brutal', 'feeling', 'paid', 'body', 'giving', 'seeing', 'late', 'peace', 'return', 'sister', 'illicit', 'battlefield', 'secret', 'given', 'makes', 'trust', 'people', 'bastard', 'clash', 'must', 'evidence', 'clashes', 'despondent', 'march', 'dedicated', 'discovery', 'event', 'two', 'come', 'public', 'best', 'safety', 'memories', 'meet', 'beginning']",5.5,"['science', 'fiction', 'speculative', 'fiction', 'fantasy', 'fiction']"
583,583,Resurrection Day,"['independent', 'sense', 'dc', 'canadian', 'resentment', 'relief', 'source', 'president', 'france', 'followed', 'colonial', 'uncover', 'britain', 'bundy', 'travel', 'eyes', 'atomic', 'order', 'second', 'one', 'reporter', 'novel', 'aftermath', 'soviet', 'destroyed', 'emasculation', 'washington', 'accounts', 'san', 'martial', 'hostilities', 'allies', 'time', 'propaganda', 'world', 'fort', 'aid', 'collapsed', 'capital', 'missile', 'south', 'returning', 'begins', 'years', 'october', 'led', 'within', 'killing', 'possession', 'war', 'air', 'john', 'europe', 'kennedy', 'british', 'surviving', 'achieve', 'union', 'release', 'reconstruction', 'ten', 'countries', 'events', 'us', 'deal', 'warsaw', 'pre', 'senior', 'member', 'confidence', 'left', 'journalist', 'end', 'imprisoned', 'cuba', 'near', 'american', 'butchers', 'truth', 'happened', 'plan', 'sabotaged', 'cloud', 'states', 'united', 'services', 'collapse', 'force', 'globe', 'nato', 'vacuum', 'germany', 'fallout', 'destruction', 'way', 'khrushchev', 'uk', 'vietnam', 'china', 'philadelphia', 'miami', 'devastated', 'recklessness', 'massive', 'last', 'plotting', 'created', 'remains', 'usa', 'discover', 'nuclear', 'new', 'course', 'conflict', 'general', 'takeover', 'pariah', 'post-war', 'carl', 'cuban', 'policy', 'spain', 'period', 'republic', 'officials', 'administration', 'many', 'parallel', 'criminals', 'book', 'military', 'presence', 'text', 'security', 'running', 'chronicles', 'leading', 'civil', 'chief', 'story', 'claims', 'first', 'makes', 'nations', 'boston', 'america', 'price', 'crisis', 'alone', 'hit', 'government', 'two', 'curtis', 'set']",7.0,"['science', 'fiction', 'alternate', 'history', 'speculative', 'fiction', 'fiction', 'dystopia', 'suspense']"
584,584,Blood and Guts in High School,"['see', 'loves', 'city', 'persian', 'trader', 'guts', 'interest', 'care', 'prostitute', 'crashes', 'arrested', 'american', 'together', 'car', 'living', 'police', 'relationship', 'mexico', 'sell', 'rebellion', 'begins', 'sex', 'period', 'africa', 'school', 'high', 'sleeps', 'another', 'locked', 'incestuous', 'live', 'many', 'girl', 'sexual', 'iconic', 'pregnant', 'north', 'day', 'leave', 'jean', 'kidnap', 'blood', 'becomes', 'release', 'travel', 'father', 'kidnapper', 'property', 'running', 'go', 'gives', 'one', 'dreams', 'stop', 'woman', 'french', 'journal', 'turn', 'story', 'let', 'gang', 'time', 'work', 'thieves', 'trying', 'stealing', 'break', 'york', 'two', 'bakery', 'slave', 'new', 'part', 'addicted', 'illegally', 'money', 'goes']",6.5,['fiction']
585,585,Victory,"['man', 'martin', 'overcome', 'kills', 'business', 'living', 'die', 'playing', 'frame', 'well', 'assistant', 'sexually', 'chinese', 'island', 'back', 'force', 'hidden', 'three', 'treasure', 'one', 'nearby', 'revenge', 'european', 'died', 'hotel', 'band', 'grief', 'female', 'natural', 'lie']",3.0,['fiction']
586,586,Green Thumb,"['end', 'project', 'escapes', 'lead', 'plan', 'misanthropic', 'diet', 'genius', 'labor', 'fact', 'scholarship', 'way', 'destruction', 'position', 'comes', 'making', 'company', 'jacobs', 'boy', 'power', 'better', 'rainforest', 'evil', 'research', 'physically', 'camp', 'scientist', 'daring', 'course']",10.0,"['speculative', 'fiction', 'young', 'adult', 'literature']"
587,587,Salt,"['salt', 'dictatorship', 'development', 'motivations', 'distant', 'old', 'colonists', 'turns', 'tensions', 'war', 'military', 'novel', 'play', 'around', 'als', 'prose', 'character', 'two', 'set', 'course', 'earth']",8.0,"['science', 'fiction', 'speculative', 'fiction']"
588,588,A Body in the Bath House,"['project', 'starts', 'men', 'murdered', 'corpse', 'found', 'falco', 'track', 'britain', 'travels', 'british', 'nurse', 'bath', 'building', 'late', 'house', 'marcus', 'hidden', 'running', 'take', 'architect', 'floor', 'baby', 'suspecting', 'chief', 'mission', 'events', 'turn', 'commission', 'corrupt', 'two', 'new', 'emperor', 'chieftain']",5.0,"['crime', 'fiction']"
589,589,Indiana,"['indiana', 'suicide', 'end', 'creole', 'man', 'interest', 'thought', 'jumping', 'lives', 'sir', 'together', 'cousin', 'letter', 'living', 'married', 'escapes', 'expecting', 'make', 'revolution', 'colonel', 'another', 'someone', 'taking', 'falls', 'pregnant', 'middle', 'fall', 'island', 'tell', 'loved', 'house', 'mistress', 'officer', 'intention', 'de', 'one', 'going', 'dead', 'way', 'home', 'present', 'older', 'comes', 'seduce', 'rescue', 'young', 'rejects', 'waterfall', 'novel', 'story', 'husband', 'first', 'spell', 'account', 'believe', 'ralph', 'finding', 'time', 'bear', 'marriage', 'isolated', 'move', 'though', 'spite', 'made', 'stronger', 'trois', 'love']",3.0,"['reference', 'fiction', 'romance']"
590,590,The Damnation Game,"['save', 'hope', 'man', 'job', 'old', 'escape', 'men', 'bodyguard', 'attempt', 'whitehead', 'years', 'pact', 'another', 'innocent', 'gambling', 'war', 'many', 'still', 'bargain', 'personal', 'daughter', 'released', 'one', 'taken', 'away', 'addict', 'events', 'heroin', 'victim', 'series', 'reluctant', 'joseph', 'damnation', 'involved', 'former', 'caught', 'time', 'powers', 'world', 'fate', 'get', 'hired', 'gifted', 'ability', 'dangerous', 'raise', 'made', 'supernatural', 'left', 'complicated']",7.0,"['speculative', 'fiction', 'fantasy']"
591,591,26 Fairmount Avenue,"['life', 'hurricane', 'unhappiness', 'book', 'early', 'new', 'seeing', 'snow', 'house', 'connecticut', 'white', 'seven']",3.0,"['childrens', 'literature']"
592,592,The Pirate,"['captain', 'family', 'mansion', 'obligation', 'overcome', 'crew', 'hopes', 'communications', 'stranger', 'visit', 'beach', 'night', 'still', 'strange', 'take', 'consort', 'carried', 'residence', 'believe', 'trace', 'foot', 'struggle', 'washed', 'hitherto', 'fear', 'league', 'evening', 'child', 'magnus', 'aid', 'poetry', 'spanish', 'supernatural', 'tale', 'heard', 'risk', 'cause', 'retired', 'chosen', 'seek', 'years', 'following', 'saved', 'window', 'led', 'found', 'cold', 'john', 'storm', 'day', 'early', 'attachment', 'shadow', 'pardon', 'father', 'reminiscences', 'cleveland', 'charge', 'intention', 'inquiry', 'long', 'stones', 'cathedral', 'escaped', 'meet', 'away', 'brenda', 'st', 'desperate', 'rocky', 'declared', 'interview', 'mr', 'former', 'falling', 'help', 'sisters', 'quit', 'made', 'begging', 'abandoned', 'party', 'narrated', 'greeting', 'ashore', 'acts', 'old', 'letter', 'another', 'starting', 'taking', 'relative', 'disguised', 'fact', 'trip', 'property', 'pirate', 'recovering', 'way', 'mystic', 'hero', 'saw', 'last', 'son', 'next', 'lovers', 'capture', 'cure', 'met', 'discover', 'condition', 'prisoners', 'lost', 'course', 'mercy', 'lapse', 'see', 'imagined', 'save', 'fit', 'general', 'attempt', 'told', 'shelter', 'cast', 'disappearing', 'wrecked', 'friendly', 'ship', 'leave', 'presence', 'hearing', 'hostage', 'sister', 'released', 'home', 'whale', 'entertainment', 'leading', 'secret', 'spoken', 'captured', 'note', 'secluded', 'remorse', 'come', 'grief', 'room', 'stabbed', 'love', 'real', 'figure']",3.0,['historical']
593,593,English Passengers,"['captain', 'party', 'devastating', 'man', 'crew', 'hopes', 'together', 'forced', 'docks', 'dr', 'years', 'reverend', 'mount', 'different', 'surgeon', 'starting', 'ship', 'many', 'expedition', 'eccentric', 'british', 'parallel', 'travellers', 'races', 'running', 'white', 'thesis', 'geoffrey', 'cultural', 'believes', 'one', 'thomas', 'changes', 'reason', 'heavy', 'developing', 'story', 'struggle', 'smuggle', 'potter', 'tasmania', 'fine', 'alternate', 'fellow', 'time', 'offer', 'goods', 'hired', 'headed', 'two', 'land', 'garden', 'contraband', 'settlers']",3.0,['historical']
594,594,The Transall Saga,"['party', 'blue', 'missile', 'exploring', 'freedom', 'start', 'boulder', 'short', 'uses', 'kills', 'old', 'systematically', 'virus', 'brother', 'human', 'wounding', 'begins', 'revealing', 'shard', 'marry', 'tribe', 'attacks', 'years', 'village', 'ebola', 'civilization', 'live', 'many', 'enslaved', 'used', 'language', 'strange', 'range', 'alien', 'feet', 'creature', 'form', 'beam', 'three', 'weapons', 'gives', 'charge', 'believes', 'sworn', 'scouting', 'skills', 'survival', 'away', 'feelings', 'events', 'army', 'story', 'mark', 'son', 'next', 'mountainous', 'creatures', 'protection', 'camp', 'webbed', 'contagious', 'revenge', 'bottle', 'time', 'cure', 'howling', 'world', 'lightning', 'scientist', 'mysterious', 'though', 'official', 'twenty', 'nuclear', 'working', 'new', 'land', 'behind', 'reveals', 'hiking', 'earth']",8.0,"['science', 'fiction', 'speculative', 'fiction', 'childrens', 'literature']"
595,595,Peony,"['family', 'blue', 'peony', 'city', 'duty', 'top', 'setting', 'binding', 'jewish', 'assimilation', 'community', 'cover', 'province', 'chinese', '1st', 'lifetime', 'along', 'hidden', 'eyes', 'historically', 'religion', 'reader', 'sun', 'challenges', 'one', 'novel', 'simple', 'gold', 'center', 'jews', 'time', 'note', 'interracial', 'memory', 'shining', 'come', 'dark', 'set', 'origin', 'light', 'couple', 'love', 'title']",5.0,"['historical', 'fiction', 'fiction', 'historical']"
596,596,Loser Takes All,"['director', 'works', 'big', 'man', 'starts', 'love', 'obsessed', 'forced', 'begins', 'make', 'another', 'plan', 'cary', 'gambling', 'happy', 'leave', 'still', 'assistant', 'coming', 'attention', 'becomes', 'romantic', 'system', 'back', 'plans', 'pay', 'carlo', 'order', 'one', 'rival', 'changes', 'comes', 'company', 'young', 'first', 'control', 'deal', 'win', 'monte', 'board', 'private', 'revenge', 'shares', 'marriage', 'get', 'stay', 'want', 'help', 'though', 'hotel', 'wise', 'show', 'angry', 'couple', 'meet', 'powerful', 'money', 'honeymoon']",7.0,"['speculative', 'fiction']"
597,597,Ishmael,"['operation', 'women', 'bet', 'tension', 'aaron', 'nephew', 'plot', 'based', 'married', 'dramatic', 'logging', 'attempted', 'within', 'killing', 'civilization', 'engaged', 'klingon', 'travels', 'alien', 'united', 'back', 'jason', 'hundred', 'take', 'comic', 'destroy', 'one', 'premise', 'benefactor', 'around', 'invasion', 'television', 'story', 'control', 'ladies', 'deal', 'place', 'program', 'passes', 'time', 'memory', 'girls', 'hide', 'come', 'east', 'coast', 'lost', 'federation', 'loosely', 'seattle']",10.0,"['science', 'fiction', 'speculative', 'fiction', 'childrens', 'literature', 'fiction']"
598,598,The Sherwood Ring,"['family', 'stories', 'ancestral', 'man', 'quick', 'obsessed', 'uncle', 'ghosts', 'friendship', 'forced', 'seventeen', 'colonial', 'narrative', 'eccentric', 'british', 'book', 'seeing', 'father', 'home', 'haunted', 'present', 'young', 'research', 'affection', 'win', 'orange', 'time', 'romance', 'help', 'alone', 'ancestors', 'able', 'two', 'new', 'choice']",3.0,"['fantasy', 'childrens', 'literature', 'young', 'adult', 'literature']"
599,599,The Wonderful Flight to the Mushroom Planet,"['cousins', 'invented', 'end', 'lack', 'man', 'ad', 'satellite', 'green', 'old', 'small', 'returning', 'living', 'men', 'mascot', 'high', 'wake', 'large', 'covered', 'getting', 'moss', 'fuel', 'hen', 'newspaper', 'grab', 'tell', 'solving', 'scrap', 'boys', 'trip', 'verdant', 'gives', 'king', 'rocket', 'special', 'one', 'young', 'soft', 'fly', 'great', 'power', 'last', 'observatory', 'chicken', 'mushroom', 'tree', 'eggs', 'time', 'scientist', 'world', 'crisis', 'mysterious', 'planet', 'two', 'meet', 'goes']",10.0,"['science', 'fiction', 'speculative', 'fiction', 'childrens', 'literature', 'fiction']"
600,600,Stowaway to the Mushroom Planet,"['end', 'pacific', 'ancestral', 'general', 'cousin', 'letter', 'university', 'trouble', 'ambitious', 'good', 'well', 'many', 'lecture', 'horatio', 'sacrilege', 'book', 'coming', 'personal', 'boys', 'return', 'traveller', 'committing', 'one', 'going', 'arrogance', 'comes', 'away', 'young', 'around', 'story', 'grove', 'last', 'first', 'scientific', 'mushroom', 'next', 'must', 'spaceship', 'nearby', 'act', 'involved', 'world', 'written', 'lesson', 'professor', 'planet', 'come', 'two', 'lost']",3.0,"['science', 'fiction', 'speculative', 'fiction', 'childrens', 'literature', 'fiction']"
601,601,When Darkness Falls,"['alternative', 'women', 'use', 'energy', 'bed', 'withdraw', 'hands', 'attack', 'communications', 'lives', 'spells', 'wave', 'crowned', 'source', 'image', 'wild', 'slow', 'costs', 'ambush', 'damaged', 'unit', 'followed', 'willing', 'star', 'used', 'enchanted', 'still', 'girl', 'pregnant', 'may', 'lands', 'calling', 'queen', 'along', 'back', 'influence', 'races', 'counseling', 'take', 'eyes', 'viceroy', 'battles', 'gives', 'suffering', 'refugees', 'ward', 'battle', 'one', 'riddle', 'appears', 'older', 'rest', 'ancient', 'horns', 'control', 'slaves', 'golden', 'year', 'witnesses', 'allies', 'animal', 'time', 'fortress', 'world', 'powers', 'break', 'casting', 'chambers', 'books', 'ice', 'move', 'chamber', 'aid', 'half', 'grand', 'bound', 'final', 'powerful', 'game', 'forest', 'demon', 'cause', 'leadership', 'works', 'authority', 'memories', 'uses', 'promises', 'small', 'together', 'trap', 'unicorn', 'begins', 'following', 'hunt', 'attacks', 'make', 'masks', 'releases', 'saved', 'found', 'circle', 'village', 'within', 'war', 'giant', 'nature', 'well', 'lock', 'strong', 'day', 'shadow', 'fall', 'bargain', 'release', 'plans', 'moving', 'knowing', 'three', 'king', 'magic', 'creator', 'via', 'internal', 'baby', 'enemy', 'drained', 'comes', 'voted', 'action', 'fighting', 'army', 'mountain', 'flower', 'ring', 'inhabitants', 'belief', 'mop', 'deal', 'confused', 'allied', 'traitor', 'place', 'orders', 'without', 'communication', 'isolated', 'help', 'born', 'working', 'made', 'demonic', 'flowers', 'token', 'divide', 'left', 'plots', 'party', 'population', 'end', 'alliance', 'autonomy', 'acts', 'near', 'complex', 'violet', 'borders', 'birthmark', 'wards', 'true', 'cover', 'leaving', 'ultimate', 'citizens', 'silver', 'side', 'crystal', 'another', 'plan', 'relative', 'ill', 'trail', 'learn', 'north', 'covered', 'next', 'illness', 'form', 'person', 'waning', 'days', 'rebuilding', 'prince', 'approach', 'kill', 'combination', 'leader', 'force', 'hand', 'confront', 'believes', 'plague', 'way', 'destruction', 'cave', 'burns', 'stop', 'mountains', 'reclusive', 'nine', 'kidnapping', 'telepathic', 'seal', 'elves', 'last', 'demons', 'spell', 'bells', 'council', 'troops', 'returned', 'possible', 'journey', 'children', 'meeting', 'news', 'nearby', 'simple', 'let', 'transport', 'created', 'cure', 'capture', 'get', 'little', 'consent', 'though', 'spiders', 'ability', 'clues', 'discover', 'jewels', 'able', 'lost', 'crown', 'land', 'remains', 'light', 'law', 'new', 'evacuation', 'area', 'monster', 'see', 'lord', 'shields', 'city', 'suspects', 'save', 'frost', 'word', 'far', 'messages', 'forces', 'tactic', 'needs', 'spear', 'holding', 'attempt', 'pass', 'understanding', 'spring', 'summoning', 'mind', 'cast', 'high', 'door', 'lead', 'funeral', 'point', 'many', 'guard', 'barrier', 'parallel', 'recognize', 'presence', 'giving', 'arch', 'third', 'wounds', 'return', 'sacrifices', 'go', 'destroy', 'released', 'main', 'dreams', 'secret', 'saying', 'open', 'given', 'inside', 'great', 'gift', 'group', 'turn', 'power', 'progress', 'first', 'outside', 'blade', 'must', 'camp', 'hear', 'water', 'permission', 'wars', 'captured', 'defeat', 'work', 'magical', 'necklace', 'midnight', 'disappear', 'two', 'safety', 'fictitious', 'river', 'command', 'bonds', 'meet', 'cost', 'temporary']",3.0,"['speculative', 'fiction', 'fantasy', 'fiction']"
602,602,Amaryllis Night and Day,"['emotional', 'overcome', 'dream', 'peter', 'woman', 'world', 'failed', 'effects', 'ability', 'previous', 'two', 'relationship', 'half', 'struggle', 'real']",6.5,"['speculative', 'fiction', 'fiction', 'romance']"
