,Unnamed: 0,id,keywords
7787,7787,62000,"['food', 'junk', 'health', 'industry', 'fast', 'experiment', 'restaurant', 'mcdonalds']"
7788,7788,9372,"['attorney', 'noir', 'district', 'racetrack', 'racketeers', 'film']"
7789,7789,41495,"['unrequited', 'slum', 'love', 'cancer']"
7790,7790,52362,"['nouvelle', 'airport', 'memory', 'time', 'short', 'survival', 'museum', 'vague', 'radioaktivity', 'experiment', 'childhood', 'atomkrieg', 'travel', 'orly', 'paris', 'deja', 'vu']"
7791,7791,662,['singer']
7792,7792,41799,"['epic', 'silent', 'resurrection', 'crucifixion', 'film']"
7793,7793,49633,"['indian', 'cannibalism', 'war', 'massacre', 'native', 'american', 'french', 'fort', 'scalping', 'ranger']"
7794,7794,43805,"['attic', 'painting']"
7795,7795,16559,"['independent', 'biker', 'group', 'motor', 'sport', 'sex', 'film']"
7796,7796,44695,"['shallow', 'war', 'japan', 'world', 'ii', 'escape', 'chinese', 'ore', 'grave', 'japanese', 'prison', 'mandarin', 'fascism', 'snow', 'soldier', 'objector', 'conscientious', 'mine']"
7797,7797,31217,"['life', 'family', 'male', 'ones', 'buddhism', 'monk', 'buddhist', 'nudity', 'planning', 'leaving']"
7798,7798,8341,"['baby', 'motherhood', 'misunderstanding', 'department', 'store']"
7799,7799,36488,"['theater', 'play', 'professor', 'critic', 'romantic', 'comedy']"
7800,7800,19414,['']
7801,7801,60595,"['explosion', 'psychopath', 'relationship', 'run', 'film', 'criminal', 'heist', 'mother', 'undercover', 'train', 'killer', 'gangster', 'shootout', 'agent', 'prison', 'boy', 'son', 'gang', 'noir', 'infiltrate', 'break', 'wife', 'unfaithful', 'mamas', 'inmate']"
7802,7802,15794,"['england', 'redemption', 'novel', 'victorian', 'based', 'miser', 'greed', 'scrooge']"
7803,7803,13188,"['life', 'danger', 'war', 'world', 'mission', 'ii', 'bomber', 'soldier']"
7804,7804,12651,"['gambling', 'honesty', 'orleans', 'new', 'poker']"
7805,7805,886,"['guard', 'strike', 'survival', 'guitar', 'jail', 'prison', 'warden']"
7806,7806,9791,"['addiction', 'death', 'betrayal', 'pet', 'drug', 'needle', 'love']"
7807,7807,27554,"['brothel', 'virgin', 'prostitute', 'loss', 'photographer', 'orleans', 'photography', 'young', 'virginity', 'new']"
7808,7808,26973,"['tokusatsu', 'kaiju', 'godzilla', 'robot']"
7809,7809,38582,"['helicopter', 'sadism', 'car', 'paranoia', 'murder', 'crash', 'suspense', 'copkiller', 'false', 'highway', 'route', 'movie', 'hitchhiker', 'road', 'mass', 'accusations']"
7810,7810,9542,"['riverboat', 'grandmother', 'musical', 'interracial', 'miscegenation', 'paddlewheel', 'relationship', 'reconciliation', 'granddaughter', 'showboat', 'boat']"
7811,7811,17820,"['king', 'robin', 'ivanhoe', 'hood', 'richard']"
7812,7812,26175,"['midlife', 'crisis', 'free', 'stranger', 'engineer', 'spirit']"
7813,7813,31146,['']
7814,7814,20506,['']
7815,7815,37696,"['man', 'poisoned', 'speech', 'skeleton', 'human', 'told', 'bearded', 'clown', 'infidelity', 'dwarves', 'rider', 'film', 'attempted', 'disability', 'sideshow', 'drink', 'newlywed', 'bigotry', 'midgets', 'stutterer', 'siamese', 'twins', 'circus', 'armless', 'beauty', 'microcephalics', 'impediment', 'woman', 'legless', 'artist', 'controversial', 'bareback', 'movie', 'pseudohermaphrodite', 'revenge', 'lady', 'midnight', 'trapeze', 'murder', 'flashback']"
7816,7816,136,"['game', 'immigrant', 'face', 'silent', 'tip', 'punched', 'card', 'waiter', 'playing', 'piano', 'coin', 'violin', 'thief', 'restaurant', 'cards', 'film']"
7817,7817,47653,"['screenplay', 'silent', 'stuntman', 'slapstick', 'mime', 'hollywood', 'film']"
7818,7818,10970,"['england', 'war', 'bicycle', 'heaven', 'world', 'reference', 'ii', 'case', 'angel', 'hitler', 'court']"
7819,7819,28162,['sailor']
7820,7820,42812,"['bat', 'bats']"
7821,7821,28159,"['war', 'drug', 'infiltrate', 'investigation', 'murder', 'police', 'neonoir', 'undercover']"
7822,7822,20676,"['life', 'england', 'double', 'london', 'jekyll', 'hyde']"
7823,7823,3019,"['bandit', 'con', 'bar', 'man']"
7824,7824,29353,"['airplane', 'navigator', 'mutiny']"
7825,7825,17761,"['great', 'dachshund', 'dane']"
7826,7826,20277,"['verne', 'francisco', 'england', 'hot', 'san', 'balloon', 'air', 'round', 'london', 'world', 'york', 'new', 'istanbul', 'jules', 'paris', 'journey']"
7827,7827,10204,"['rape', 'suicide', 'revenge']"
7828,7828,3515,"['pleite', 'bar', 'cheerleader', 'gymnasium', 'mail', 'diet', 'bank', 'ball', 'order', 'underdog', 'bride', 'cheerleading', 'competition', 'sport', 'fitnessstudio', 'wife', 'duringcreditsstinger', 'pirate', 'love', 'aftercreditsstinger']"
7829,7829,9472,"['illegal', 'jazz', 'camera', 'friendship', 'passport', 'food', 'international', 'barrier', 'language', 'europe', 'eastern', 'security', 'proposal', 'translation', 'autograph', 'craftsman', 'airport', 'fast', 'stewardess', 'musician', 'jfk', 'marriage', 'saxophonist', 'york', 'new', 'law', 'restaurant', 'immigration']"
7830,7830,594,"['director', 'single', 'independent', 'loss', 'ship', 'deaf', 'little', 'woman', 'letter', 'parent', 'scotland', 'relationship', 'boy', 'son', 'violent', 'father', 'film']"
7831,7831,8981,"['water', 'crossdressing', 'society', 'buddy', 'fish', 'undercover', 'fbi', 'cop', 'high']"
7832,7832,12153,"['independent', 'beach', 'innocence', 'assistant', 'writer', 'summer', 'author', 'book', 'infidelity', 'film']"
7833,7833,1944,"['ones', 'life', 'class', 'tears', 'secret', 'fight', 'candle', 'mailbox', 'sadness', 'poem', 'dementia', 'river', 'love']"
7834,7834,11036,"['circus', 'loss', 'archaeologist', 'royalty', 'relationship', 'brother', 'governor', 'travelling', 'cambodia', 'tiger', 'chase']"
7835,7835,1997,"['musical', 'theater', 'biography', 'hollywood']"
7836,7836,15237,['']
7837,7837,205481,"['danger', 'cloud', 'world', 'mysterious', 'priest', 'cgi', 'mortal', 'plant', 'force', 'high', 'dying']"
7838,7838,11572,['philippines']
7839,7839,19096,['']
7840,7840,72096,"['veterinarian', 'musical', 'femme', 'brothers', 'marx', 'fatale']"
7841,7841,11939,"['fighter', 'pacific', 'war', 'air', 'world', 'ii', 'pilot', 'us', 'island', 'marine', 'corps', 'force', 'okinawa']"
7842,7842,47555,"['science', 'robbery', 'college', 'student', 'invention', 'invisible']"
7843,7843,24236,"['murder', 'marriage', 'love']"
7844,7844,80218,"['friends', 'foursome', 'therapy', 'sex']"
7845,7845,26520,"['illness', 'jail', 'tap', 'plantation', 'tyrant', 'dancing', 'father', 'troops']"
7846,7846,43897,"['author', 'hotel', 'affair', 'love', 'subway']"
7847,7847,29456,"['musical', 'holiday']"
7848,7848,21386,['']
7849,7849,24908,"['cow', 'hicktown', 'small', 'town', 'police', 'sheriff', 'officer']"
7850,7850,9256,"['guevara', 'che', 'castro', 'cuban', 'fidel', 'revolution']"
7851,7851,25783,"['comet', 'zombie']"
7852,7852,8991,['']
7853,7853,44691,"['musical', 'fairy', 'broadway', 'stage', 'show', 'performance', 'tale', 'sondheim']"
7854,7854,23378,"['microsoft', 'gates', 'biography', 'steve', 'bill', 'computer', 'apple', 'jobs']"
7855,7855,3293,"['coverage', 'manipulation', 'propaganda', 'timor', 'psychoanalysis', 'activist', 'professor', 'fourth', 'east', 'estate', 'media', 'linguist', 'political']"
7856,7856,36947,"['city', 'york', 'new', 'fall', 'love']"
7857,7857,54028,"['noir', 'femme', 'murder', 'fatale', 'boat', 'film']"
7858,7858,17645,"['indigenous', 'love', 'island', 'enemy']"
7859,7859,10448,"['chicago', 'prisoner', 'female']"
7860,7860,57684,['']
7861,7861,61487,"['bondage', 'obsession', 'nudity', 'dangerous', 'mountaineer', 'sex', 'love']"
7862,7862,14365,['']
7863,7863,29383,"['biography', 'time', 'falling', 'aftermath', 'suspense', 'philadelphia', 'experiment', 'travel', 'intelligence', 'love']"
7864,7864,10606,['']
7865,7865,42988,"['black', 'gang', 'street', 'hiphop', 'violence', 'rap', 'people', 'music']"
7866,7866,16136,"['director', 'independent', 'woman', 'film']"
7867,7867,58669,"['con', 'setting', 'usa', 'sheriff', 'southern', 'rural', 'chase']"
7868,7868,42407,['inspector']
7869,7869,6081,"['sports', 'rollerskates', 'extreme']"
7870,7870,12577,"['independent', 'film']"
7871,7871,36561,['']
7872,7872,49814,"['end', 'kids', 'dead', 'reform', 'gangster', 'school']"
7873,7873,13696,"['revolt', 'smoking', 'dinner', 'boarding', 'cigarette', 'boys', 'school']"
7874,7874,44494,['jazz']
7875,7875,15484,['']
7876,7876,36672,"['marseille', 'driver', 'pizza', 'bank', 'robbery', 'police', 'boy', 'delivery', 'taxi', 'officer']"
7877,7877,2330,"['disguise', 'robbery', 'santa', 'claus', 'armor']"
7878,7878,2334,"['short', 'beat', 'poetry', 'generation']"
7879,7879,64204,"['drag', 'baby', 'japan', 'transvestism', 'alcoholic', 'tokyo', 'queen', 'holiday']"
7880,7880,13398,"['province', 'butcher', 'movies', 'noir', 'vietnam', 'french', 'veteran']"
7881,7881,2912,"['attempted', 'family', 'horse', 'enemy', 'feud', 'rescue', 'waterfall', 'murder', 'cross', 'kentucky', 'dressing', 'dog', 'relationships', 'love']"
7882,7882,701,"['guru', 'change']"
7883,7883,10631,"['setting', 'farmer', 'rural']"
7884,7884,43466,"['honesty', 'lassie', 'yorkshire', 'scotland', 'relationship', 'boy', 'dog', 'collie', 'journey']"
7885,7885,2202,"['jellybean', 'saloon', 'gambling']"
7886,7886,76076,"['role', 'yacht', 'son', 'mother', 'amnesia']"
7887,7887,10780,"['mask', 'expedition', 'sword', 'genghis', 'manchu', 'khan', 'grave', 'fu', 'dr', 'treasure']"
7888,7888,3484,"['indiana', 'town', 'small', 'musical']"
7889,7889,19590,"['fashion', 'model', 'money', 'marrying']"
7890,7890,23724,"['owner', 'saloon', 'campy']"
7891,7891,26596,"['director', 'independent', 'jealousy', 'paranoia', 'relationship', 'true', 'france', 'film', 'incest', 'isolation', 'sister', 'maid', 'daughter', 'woman', 'widow', 'obsession', 'childhood', 'lesbian', 'suspense', 'murder', 'violence', 'alienation']"
7892,7892,44925,"['party', 'class', 'mansion', 'water', 'surrealism', 'upper', 'dinner', 'pretension', 'sheep', 'guest', 'piano', 'room', 'quarantine', 'lamb']"
7893,7893,29264,"['dipping', 'death', 'leo', 'skinny', 'agent', 'tolstoy', 'hollywood', 'dying']"
7894,7894,33994,"['tv', 'hylde', 'foran', 'øverste', 'skab']"
7895,7895,1777,"['firemen', 'complex', 'colleague', 'inferiority', 'student', 'letter', 'nose', 'love', 'rivalry']"
7896,7896,11584,['hacker']
7897,7897,9901,['']
7898,7898,202475,"['hand', 'anthology', 'crawling']"
7899,7899,26811,"['party', 'rave', 'desert', 'carnival', 'scientist']"
7900,7900,38631,"['independent', 'film']"
7901,7901,54022,['']
7902,7902,23522,"['wars', 'bombay', 'novel', 'parsi', '1970s', 'based', 'indopakistani', 'india']"
7903,7903,207625,"['fighter', 'napoleon', 'knuckle', 'fistfight', 'reference', 'illegal', 'boxing', 'pool', 'fighting', 'cue', 'prizefighting', 'prize', 'streetfighting', 'bare']"
7904,7904,22094,"['factory', 'independent', 'worker', 'bbw', 'woman', 'sumo', 'nude', 'film']"
7905,7905,161080,"['shapeshifting', 'game', 'fighter', '1980s', 'trailer', 'flying', 'park', 'universal', 'car', 'space', 'alien', 'laser', 'translator', 'pilot', 'gun', 'marine', 'arcade', 'games', 'android']"
7906,7906,11884,"['showdown', 'dirty', 'tank', 'prostitute', 'military', 'cop']"
7907,7907,21871,"['gore', 'male', 'cannibalism', 'snake', 'cannibal', 'nudity', 'rape', 'female', 'crocodile', 'stranded']"
7908,7908,30876,"['ones', 'life', 'comic', 'tentacle', 'marvel', 'death', 'pizza', 'super', 'scientist', 'sequel', 'dual', 'boy', 'superhero', 'villain', 'doctor', 'love']"
7909,7909,558,['']
7910,7910,48732,"['walking', 'ones', 'dialogue', 'life', 'soulmates', 'author', 'talking', 'bookshop', 'love', 'journalist', 'paris']"
7911,7911,80,"['forest', 'employee', 'psychopath', 'based', 'relationship', 'true', 'problem', 'person', 'hostage', 'cabin', 'detective', 'negotiation', 'agent', 'kidnapping', 'story', 'husband', 'ransom', 'fbi', 'pursuit', 'marriage', 'note', 'missing', 'marital', 'wife', 'love']"
7912,7912,10742,"['king', 'guinevere', 'arthur', 'merlin', 'sir', 'lancelot']"
7913,7913,9477,"['news', 'misogynist', 'sexism', 'panda', 'gang', 'tv', 'ladder', 'spoof', 'warfare', 'film', 'teleprompter', 'duringcreditsstinger', 'show', 'journalism', 'mustache', 'aftercreditsstinger', 'newsroom']"
7914,7914,8699,"['party', 'slumber', 'comedy', 'teen', 'teenager', 'scavenger', 'hunt', 'teenage', 'school', 'high', 'crush']"
7915,7915,9893,"['party', 'player', 'sister', 'disguise', 'jealousy', 'work', 'modern', 'step', 'fairy', 'teenager', 'american', 'football', 'romance', 'tale', 'cinderella', 'mother', 'orphan', 'school', 'high', 'teenage']"
7916,7916,11247,"['artificial', 'suicide', 'man', 'novel', 'humanoid', '3d', 'chicago', 'based', 'police', 'murder', 'vs', 'machine', 'hero', 'future', 'dystopia', 'robot', 'intelligence', 'law']"
7917,7917,2048,"['traffic', 'pregnancy', 'airplane', 'esteem', 'illegal', 'drug', 'individual', 'colombia', 'york', 'cocaine', 'teacher', 'adolescence', 'new', 'maquiladora', 'bravery', 'self', 'crime', 'immigration']"
7918,7918,436,"['native', 'american', 'fight', 'swamp', 'knife']"
7919,7919,61391,['']
7920,7920,18643,"['nazis', 'jewish', 'prisoner']"
7921,7921,67297,"['novel', 'underwater', 'rescue', 'based', 'collision', 'submarine', 'drowning', 'disaster', 'film']"
7922,7922,31948,"['irish', 'sailor', 'actor']"
7923,7923,43004,"['panza', 'musical', 'sancho', 'playwright', 'poet']"
7924,7924,45793,['kidnapping']
7925,7925,46495,"['marshal', 'cynicism', 'posse', 'ambition']"
7926,7926,45874,"['king', 'knight', 'arthur', 'duel', 'swashbuckler']"
7927,7927,65994,"['cowboy', 'singing']"
7928,7928,19014,"['warsaw', 'driver', 'murder', 'jurist', 'prison', 'taxi', 'lawyer', 'court']"
7929,7929,10754,"['child', 'belt', 'mixed', 'two', 'posse', 'guns', 'seamstress', 'race', 'hanging']"
7930,7930,30054,"['louisiana', 'relationship', 'sex', 'infidelity', 'attraction', 'boat', 'sexual', 'passion', 'dysfunctional', 'orleans', 'husband', 'trophy', 'adultery', 'triangle', 'marriage', 'extramarital', 'nudity', 'new', 'wife', 'affair', 'love']"
7931,7931,36630,"['magic', 'director', 'alcohol', 'woman', 'nudity', 'apology', 'sex', 'love']"
7932,7932,39770,['']
7933,7933,36627,"['family', 'outlaw', 'frontier', 'native', 'colonisation', 'american', 'epic', 'riverboat', 'river', 'caravan', 'settler']"
7934,7934,11897,"['arc', 'france', 'joan', 'trial']"
7935,7935,43443,['']
7936,7936,54300,"['crimes', 'drama', 'war']"
7937,7937,58925,"['assassin', 'car', 'based', 'run', 'berlin', 'rail', 'many', 'moscow', 'exploding', 'house', 'amnesia', 'past', 'chase', 'guy', 'hand', 'one', 'novel', 'shootout', 'sequel', 'foot', 'combat', 'espionage', 'though', 'suspense', 'violence', 'dark', 'sniper', 'lie']"
7938,7938,2502,"['cat', 'dc', 'sexism', 'comics', 'lady', 'basketball', 'beauty', 'masked', 'russian', 'corporation', 'superheroine', 'catwoman', 'female', 'superhero', 'sex', 'protagonist', 'evil', 'white']"
7939,7939,314,"['lgbt', 'novel', 'art', 'gay', 'based', 'aids', 'house', 'bisexual', 'tantrum']"
7940,7940,18923,['']
7941,7941,146373,"['gym', 'novel', 'based', 'sport', 'bodybuilding']"
7942,7942,5228,"['independent', 'delinquent', 'criminal', 'hypnosis', 'victim', 'doctor', 'nervenklinik', 'crime', 'film']"
7943,7943,12206,"['director', 'dancer', 'maid', 'woman', 'fireworks', 'champagne', 'hotel', 'friendship', 'portugal', 'wine', 'burn', 'bikini', 'fire']"
7944,7944,16539,['angel']
7945,7945,75046,['']
7946,7946,74012,"['director', 'woman']"
7947,7947,26126,"['war', 'world', 'ii', 'submarine', 'us', 'navy']"
7948,7948,15876,"['fighter', 'holocaust', 'martial', 'kung', 'postapocalyptic', 'arts', 'classic', 'nuclear', 'hero', 'blood', 'fu', 'reluctant']"
7949,7949,26300,"['serial', 'movie']"
7950,7950,68064,"['dictator', 'mexico', 'revolution', 'army']"
7951,7951,12625,['airplane']
7952,7952,45520,"['crimes', 'war', 'insanity', 'nazi', 'nurse', 'iron', 'darkness', 'lung']"
7953,7953,46767,"['knights', 'round', 'table']"
7954,7954,55848,"['century', 'germany', '17th', 'war']"
7955,7955,42525,"['wagon', 'sequel', 'mexican', 'relationship', 'dynamite', 'wife', 'husband']"
7956,7956,43417,"['train', 'religion', 'nazis', 'convict', 'escaped', 'escape', 'prison', 'spoon', 'rope']"
7957,7957,15244,['']
7958,7958,62395,['submarine']
7959,7959,42737,"['nudity', 'dancing', 'cementery', 'graveyard']"
7960,7960,47615,"['party', 'native', 'american', 'hunting', 'gunfighter']"
7961,7961,39209,['']
7962,7962,20876,"['war', 'time', 'world', 'ii', 'alien', 'dresden', 'optometrist', 'future', 'travel', 'pilgrim']"
7963,7963,24559,"['family', 'estranged', 'homosexuality', 'disease', 'interest', 'gay', 'member', 'illness', 'relationship', 'brother', 'reconciliation', 'terminal', 'father', 'incurable']"
7964,7964,78208,"['pacific', 'war', 'japan', 'world', 'ii', 'jungle', 'us', 'infantry', 'navy', 'island', 'marine', 'corps', 'pearl', 'harbor']"
7965,7965,43786,"['unrequited', 'shrapnel', 'duty', 'us', 'marine', 'love']"
7966,7966,72613,"['musical', 'family', 'argentine']"
7967,7967,43787,"['playboy', 'teenager']"
7968,7968,27437,"['independent', 'man', '1970s', 'small', 'rebellion', 'relationship', 'sex', 'film', 'beach', 'girl', 'stand', 'teenage', 'younger', 'older', 'woman', 'onenight', 'town', 'hippie', 'melodrama', 'little', 'lost']"
7969,7969,40374,['']
7970,7970,20316,['venice']
7971,7971,41925,['']
7972,7972,259389,"['war', 'japan', 'world', 'ii', 'strategy']"
7973,7973,22871,"['scientist', 'mistaken']"
7974,7974,37019,"['marriage', 'paranoia', 'nudity', 'divorce', 'sex', 'adultery', 'architect', 'mystery']"
7975,7975,18190,['']
7976,7976,71786,"['life', 'everyday', 'soldier']"
7977,7977,42347,"['cartoonist', 'baby']"
7978,7978,39140,['biography']
7979,7979,69903,['']
7980,7980,219345,"['independent', 'sport', 'film']"
7981,7981,41890,"['reference', 'ed', 'mcmahon']"
7982,7982,27307,"['war', 'interracial', 'world', 'ii', 'inuit', 'romance']"
7983,7983,36709,"['ownership', 'home']"
7984,7984,32294,"['deserted', 'jealousy', 'presumed', 'marriage', 'dead', 'island', 'judge', 'shipwreck']"
7985,7985,41463,"['musical', 'girl', 'little', 'car', 'freckles', 'flying']"
7986,7986,19051,"['biography', 'musical', 'porter', 'composer', 'cole']"
7987,7987,43485,['hitman']
7988,7988,51997,"['sister', 'belt', 'hickok', 'relationship', 'calamity', 'buffalo', 'two', 'wild', 'guns', 'bill', 'jane']"
7989,7989,43885,"['nun', 'priest', 'murder', 'kidnapping', 'fbi']"
7990,7990,112969,['asylum']
7991,7991,62694,"['alaska', 'nome', 'miner', 'gold']"
7992,7992,43785,"['slum', 'riches']"
7993,7993,53287,"['independent', 'colonial', 'interracial', 'kong', 'china', 'historical', 'british', 'nudity', 'event', 'relationship', 'female', 'hong', 'film']"
7994,7994,29584,"['relationship', 'male', 'god', 'female']"
7995,7995,32644,"['kosovo', 'platoon']"
7996,7996,89482,"['monarchy', 'takeover', 'estate', 'ambition', 'opportunist', 'plan', 'decadence', 'war', 'instability', 'bourbon', 'officer', 'sicily', 'civil', 'palermo', 'country', 'power', 'political', 'praise', 'naples', 'marriage', 'arranged', 'pastor']"
7997,7997,1040,"['jewish', 'couple']"
7998,7998,42604,"['secret', 'agent']"
7999,7999,24214,"['career', 'star', 'woman', 'movie', 'hollywood', 'impotence']"
8000,8000,5122,"['monster', 'independent', 'mad', 'scientist', 'reincarnation', 'skeleton', 'creature', 'corpse', 'blood', 'film']"
8001,8001,42469,['']
8002,8002,119623,"['train', 'traitor', 'railway', 'punishment', 'japan', 'teacher', 'car', 'jungle', 'scotland', 'corporal', 'freight', 'bushido']"
8003,8003,1783,"['dancer', 'biography', 'disabled', 'paris']"
8004,8004,10910,"['grotesque', 'independent', 'stomach', 'illness', 'architect', 'film']"
8005,8005,17238,"['gangster', 'criminal', 'mafia']"
8006,8006,22156,"['musical', 'broadway']"
8007,8007,26814,"['delinquent', 'juvenile']"
8008,8008,43116,"['independent', 'age', 'alcoholic', 'girl', 'punk', 'coming', 'teenage', 'father', 'film']"
8009,8009,39269,['']
8010,8010,99859,"['independent', 'film']"
8011,8011,31522,"['independent', 'bar', 'prostitution', 'prostitute', 'mother', 'pimp', 'neorealism', 'character', 'iconography', 'gay', 'thief', 'friendship', 'italy', 'relationship', 'son', 'lead', 'wedding', 'church', 'film']"
8012,8012,47796,"['independent', 'film']"
8013,8013,26893,"['bank', 'arms', 'cairo', 'mexico', 'smuggling']"
8014,8014,69035,"['director', 'crude', 'woman', 'nudity', 'police', 'humor', 'comedy']"
8015,8015,73621,"['fighter', 'war', 'time', 'world', 'brother', 'travel', 'ace', 'twin']"
8016,8016,22976,"['daughter', 'riche', 'butler', 'musical', 'nouveau', 'president']"
8017,8017,55441,"['novel', 'based', 'artist', 'kong', 'hong']"
8018,8018,45608,"['novel', 'killer', 'contract', 'based', 'drifter', 'nightmare', 'violence', 'golf', 'hallucination', 'accountant']"
8019,8019,21619,"['war', 'kuwait', 'zombie', 'uncle', 'iraq', 'veteran']"
8020,8020,9680,"['independent', 'italian', 'prostitute', 'film']"
8021,8021,42801,"['relation', 'artwork', 'painting', 'estate', 'country', 'drawing', 'france', 'eroticism', 'manwoman']"
8022,8022,12627,"['paris', 'detective', 'prostitute']"
8023,8023,86404,"['noir', 'amok', 'classic', 'person', 'gun', 'running', 'film']"
8024,8024,18671,"['match', 'gritty', 'gambling', 'noir', 'boxing', 'transporter', 'classic', 'boxer', 'sport']"
8025,8025,17218,"['director', 'woman']"
8026,8026,41316,"['school', 'teacher', 'eccentric', 'edinburgh']"
8027,8027,5179,"['century', 'director', 'cinema', 'cult', 'history', 'movies', 'neorealism', 'film', 'scorsese', 'italy', '20th', 'italian', 'sicilian']"
8028,8028,53198,"['policeman', 'minister', 'gang', 'neighbor']"
8029,8029,65156,"['independent', 'film']"
8030,8030,42593,"['teenage', 'pregnancy', 'home', 'nursing']"
8031,8031,76002,['']
8032,8032,64868,"['beach', 'volleyball', 'sport', 'volley']"
8033,8033,52741,['']
8034,8034,15081,['']
8035,8035,21147,['']
8036,8036,64877,['']
8037,8037,147169,"['train', 'cat', 'propaganda', 'killer', 'femme', 'conspiracy', 'shootout', 'paranoia', 'hitman', 'hired', 'noir', 'police', 'murder', 'mystery', 'shot', 'fatale', 'officer', 'film']"
8038,8038,16703,"['falsely', 'noir', 'accused', 'film']"
8039,8039,20298,"['magazine', 'noir', 'publisher', 'clock', 'film']"
8040,8040,19974,"['armored', 'noir', 'car', 'classic', 'film']"
8041,8041,22112,"['plan', 'mistake', 'twins', 'royalty', 'person']"
8042,8042,4201,"['pig', 'revenge', 'video', 'nasty', 'cadet', 'satan', 'outcast', 'nerd', 'orphan', 'computer']"
8043,8043,39868,"['mathematics', 'gin', 'rummy', 'playing', 'sherlock', 'holmes', 'mystery']"
8044,8044,20408,"['library', 'filing', 'man', 'grocer', 'gay', 'atheist', 'iron', 'cynicism', 'spy', 'cold', 'double', 'war', 'alcoholic', 'cross', 'curtain', 'tribunal', 'credit', 'communist', 'affair', 'whiskey', 'love']"
8045,8045,13580,"['sherlock', 'holmes']"
8046,8046,18706,"['hypnotism', 'hypnosis', 'femme', 'finger', 'severed', 'investigation', 'height', 'fall', 'murders', 'sherlock', 'blackmail', 'series', 'holmes', 'fatale']"
8047,8047,34327,"['spy', 'war', 'world', 'ii', 'sweden']"
8048,8048,43013,['']
8049,8049,38505,"['independent', 'easter', 'rock', 'band', 'canada', 'trip', 'road', 'film']"
8050,8050,41940,"['sherlock', 'holmes']"
8051,8051,20417,['']
8052,8052,14652,['dirigible']
8053,8053,69526,"['implant', 'war', 'kuwait', 'conspiracy', 'canoe', 'hero', 'senator', 'congress', 'us', 'gulf']"
8054,8054,14462,"['tv', 'golden', 'organization', 'thunderbirds', 'soaked', 'locker', 'rigxa0', 'secret', 'bridge', 'clothes', 'based', 'hero', 'gate', 'teenage', 'series', 'oil']"
8055,8055,14623,"['village', 'forest', 'mentally', 'nature', 'blindness', 'man', 'secret', 'courtship', 'setting', 'human', 'rural', 'romantic', 'handicapped', 'council', 'aura']"
8056,8056,6947,"['culture', 'ecstasy', 'paraplegic', 'angeles', 'marijuana', 'digger', 'lethargy', 'unsociability', 'single', 'loss', 'answering', 'grave', 'mother', 'expensive', 'jersey', 'epilepsy', 'childhood', 'pop', 'psychiatrist', 'strangeness', 'los', 'machine', 'new', 'difficult', 'restaurant']"
8057,8057,401,"['independent', 'war', 'marriage', 'world', 'ii', 'post', 'proposal', 'film']"
8058,8058,50247,"['port', 'french']"
8059,8059,46326,"['tv', 'thunderbirds', 'based', 'puppet', 'series']"
8060,8060,35780,"['tv', 'thunderbirds', 'based', 'puppet', 'series']"
8061,8061,25361,"['battle', 'bulge', 'castle']"
8062,8062,45522,"['dystopia', 'wedding', 'revenge']"
8063,8063,23750,"['guns', 'girls']"
8064,8064,45509,"['voyeur', 'explosion', 'dream', 'drug', 'occult', 'nightmare', 'violence', 'kidnapping', 'diner', 'blood', 'hitchhiker', 'dancing', 'trip', 'road']"
8065,8065,44289,['']
8066,8066,25536,['']
8067,8067,38837,['']
8068,8068,23305,"['owner', 'freedom', 'virgin', 'musical', 'play', 'based', 'rome', 'slave', 'ancient', 'sondheim']"
8069,8069,17768,"['poor', 'people', 'bible', 'suspense']"
8070,8070,27375,"['murderer', 'criminal', 'driver', 'assassin', 'hostage', 'hitman', 'police', 'los', 'angeles', 'violence', 'taxi', 'gun', 'fbi', 'california', 'crime']"
8071,8071,1538,['plan']
8072,8072,14846,"['dystopia', 'shanghai', 'future', 'salesman', 'insurance', 'seattle']"
8073,8073,2577,"['independent', 'film']"
8074,8074,52936,"['medal', 'honor', 'cavalry']"
8075,8075,46884,['']
8076,8076,33333,"['france', 'collaborator', 'nazi', 'occupied']"
8077,8077,41975,"['robbery', 'station', 'hostagetaking', 'anarchist', 'hooligan', 'petrol']"
8078,8078,16606,['hitchcockian']
8079,8079,60760,"['car', 'spurting', 'police', 'relationship', 'marijuana', 'brother', 'rich', 'circle', 'food', 'munchies', 'siren', 'night', 'stoner', 'blood', 'crop', 'trip', 'road', 'comedy', 'chase', 'amsterdam', 'one', 'fast', 'cannabis', 'smoking', 'buddy', 'parents']"
8080,8080,11282,"['marriage', 'falling', 'duty', 'coronation', 'love']"
8081,8081,11130,"['independent', 'film']"
8082,8082,14389,"['saving', 'praise', 'xenomorph', 'pyramid', 'world', 'alien', 'marine', 'laserpointer', 'space', 'predator']"
8083,8083,395,"['monster', 'game', 'duel', 'supremacy', 'world', 'fight', 'card']"
8084,8084,11052,['']
8085,8085,60015,"['independent', 'forbidden', 'marriage', 'romance', 'unfaithfulness', 'loyalty', 'love', 'adultery', 'film']"
8086,8086,23601,"['friend', 'treasure', 'death', 'hunt']"
8087,8087,10762,"['archaeological', 'possession', 'devil', 'archaeologist', 'relic', 'dig', 'secret', 'crisis', 'priest', 'obsession', 'vs', 'remake', 'demonic', 'faith', 'paganism', 'evil', 'exorcism', 'good']"
